id,status,type,quantity,requested_at,closed_at,delay_days,delay_note,material_id,user_id,project_id,created_at,updated_at,order_id,price,price_unit,surcharge,accepted_at,deleted_at,origin_quantity,variant_id,currency,bought_price
1724,initial,sample,0,,,,,501,341,,2021-05-06T14:52:54.864Z,2021-05-06T14:55:05.215Z,,24.5,,,,,,267,,0
1661,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,2076,284,,2021-04-27T17:58:10.449Z,2021-05-26T06:51:38.134Z,234,2,,,,,,2099,USD,2
1525,initial,sample,1,,,,,745,427,,2021-03-24T15:33:22.763Z,2021-03-24T15:33:22.763Z,,27.4,,,,,,420,,
1655,delivered,swatch,1,2021-04-29T16:17:53.656Z,,,,846,284,,2021-04-27T17:56:15.811Z,2021-05-26T06:51:38.150Z,234,2,,,,,,465,USD,2
1761,available,sample,9,2021-05-14T10:34:21.170Z,2021-05-18T19:37:13.811Z,,"Delivery Mid of June, fabric is being produced. ",734,168,,2021-05-14T10:34:07.385Z,2021-05-18T19:37:13.826Z,,33,,,,,,1174,,0
1789,available,swatch,1,2021-05-31T06:33:51.283Z,2021-05-31T07:15:49.343Z,,,277,7,,2021-05-31T06:33:27.456Z,2021-05-31T07:15:49.352Z,,2,,,,,,199,,0
98,available,swatch,1,2020-03-06T05:06:06.091Z,2020-03-13T06:59:05.495Z,,,500,7,,2020-03-06T05:05:03.615Z,2020-09-02T07:50:57.659Z,,0,,,,,,266,,0
212,available,swatch,2,2020-04-27T20:10:58.870Z,2020-05-19T05:23:53.987Z,,,486,7,,2020-04-27T20:10:50.340Z,2020-09-02T07:50:58.447Z,,0,,,,,,252,,0
97,available,swatch,1,2020-03-06T05:06:06.091Z,2020-03-13T06:59:07.953Z,,,486,7,,2020-03-06T05:04:56.423Z,2020-09-02T07:50:57.643Z,,0,,,,,,252,,0
209,available,swatch,2,2020-04-26T17:36:10.505Z,2020-05-19T05:23:51.723Z,,,499,7,,2020-04-26T17:35:57.886Z,2020-09-02T07:50:58.399Z,,0,,,,,,265,,0
184,available,swatch,1,2020-04-21T10:15:17.736Z,2020-05-01T09:15:29.152Z,,,558,7,,2020-04-21T10:14:43.325Z,2020-09-02T07:50:58.218Z,,0,,,,,,299,,0
1916,shipped,sample,1,2021-07-14T15:57:26.848Z,,14,,2336,582,,2021-07-14T15:57:12.133Z,2021-08-04T08:31:48.532Z,275,0.82,,,2021-07-16T13:14:07.072Z,,,2595,EUR,0.82
1549,delivered,sample,30,2021-03-31T13:33:45.310Z,,14,,391,151,,2021-03-31T13:33:24.376Z,2021-05-27T14:23:37.849Z,236,3.72,,,2021-04-23T09:26:23.977Z,,,1862,USD,111.6
1500,initial,sample,1,,,,,1988,316,,2021-03-15T17:17:33.438Z,2021-03-15T17:17:33.438Z,,60,,,,,,1938,,
1762,available,sample,1,2021-05-18T06:07:12.715Z,2021-05-18T06:09:43.736Z,,,2336,7,,2021-05-18T06:07:09.416Z,2021-05-18T06:09:43.744Z,,1,,,,,,2595,,0
1502,delivered,sample,1,2021-03-18T16:29:44.909Z,,30,Can only be shipped to EU countries (ie. exclude UK),1389,168,,2021-03-15T17:36:58.853Z,2021-05-19T09:35:24.688Z,226,37.99,,,,,,982,USD,37.99
1673,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,1760,383,,2021-04-28T15:29:44.149Z,2021-05-25T09:48:06.928Z,233,2,,,,,,1525,USD,2
1670,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,2279,383,,2021-04-28T15:27:00.245Z,2021-05-25T09:48:07.035Z,233,2,,,,,,916,USD,2
1503,delivered,sample,1,2021-03-18T16:29:44.909Z,,,,1988,168,,2021-03-15T17:37:34.249Z,2021-05-03T19:24:01.732Z,220,60,,,,,,1938,USD,60
1671,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,2075,383,,2021-04-28T15:28:10.045Z,2021-05-25T09:48:07.100Z,233,2,,,,,,2098,USD,2
182,initial,swatch,1,2020-04-21T06:43:52.373Z,2020-04-21T07:27:24.922Z,5,,260,7,,2020-04-21T06:43:39.939Z,2020-09-02T07:50:58.186Z,,0,,,,,,185,,0
215,available,swatch,2,2020-04-27T20:29:01.565Z,2020-06-01T04:37:28.910Z,,,650,7,,2020-04-27T20:28:54.897Z,2020-09-02T07:50:58.463Z,,0,,,,,,359,,0
1507,available,sample,2,2021-03-16T09:45:48.539Z,2021-03-16T09:47:52.006Z,,,1988,7,,2021-03-16T09:44:57.943Z,2021-03-16T09:47:52.013Z,,60,,,,,,1938,,0
1725,initial,swatch,1,,,,,2247,349,,2021-05-06T22:01:54.126Z,2021-05-06T22:01:54.126Z,,2,,,,,,2354,,0
1672,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,1776,383,,2021-04-28T15:28:37.199Z,2021-05-25T09:48:07.150Z,233,2,,,,,,1541,USD,2
1937,shipped,swatch,1,2021-07-21T17:29:33.722Z,,,,2076,574,,2021-07-21T14:21:57.361Z,2021-07-30T08:49:55.828Z,276,2,,,,,,2099,EUR,1.69
1938,shipped,swatch,1,2021-07-21T17:29:33.690Z,,,,2077,574,,2021-07-21T14:23:38.797Z,2021-07-30T08:49:55.837Z,276,2,,,,,,2100,EUR,1.69
1812,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,1754,533,,2021-06-01T16:46:21.961Z,2021-06-15T09:24:02.518Z,254,2,,,,,,1519,EUR,1.65
1807,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,1126,533,,2021-06-01T16:43:29.408Z,2021-06-15T09:24:02.710Z,254,2,,,,,,737,EUR,1.65
1802,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,2320,533,,2021-06-01T16:41:17.116Z,2021-06-15T09:24:02.744Z,254,2,,,,,,2572,EUR,1.65
1803,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,866,533,,2021-06-01T16:42:41.804Z,2021-06-15T09:24:02.761Z,254,2,,,,,,485,EUR,1.65
1804,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,858,533,,2021-06-01T16:42:46.686Z,2021-06-15T09:24:02.777Z,254,2,,,,,,477,EUR,1.65
1806,delivered,swatch,1,2021-06-01T16:47:12.097Z,,,,1125,533,,2021-06-01T16:43:24.185Z,2021-06-15T09:24:02.794Z,254,2,,,,,,736,EUR,1.65
1866,available,sample,3,2021-06-17T14:40:25.964Z,2021-06-17T15:04:42.982Z,0,,1092,7,,2021-06-17T14:40:18.743Z,2021-06-17T15:07:28.501Z,,1.92,,20,2021-06-17T15:07:28.494Z,,,711,,0
1548,available,sample,10,2021-03-31T13:33:45.310Z,2021-04-07T06:49:44.349Z,0,,391,151,,2021-03-31T13:33:06.104Z,2021-04-07T06:54:31.402Z,,3.72,,,,,,1083,,
1027,initial,swatch,1,,,,,674,264,,2020-11-13T16:38:21.200Z,2020-11-13T16:38:21.200Z,,0,,,,,,383,,
313,initial,swatch,1,2020-06-10T15:17:28.200Z,2020-06-15T14:22:54.756Z,7,,743,168,,2020-06-10T14:55:13.794Z,2020-09-02T07:50:59.436Z,,0,,,,,,418,,
345,initial,swatch,1,,,,,1110,188,,2020-06-22T23:15:12.991Z,2021-02-23T01:15:30.825Z,,0,,,,,,729,,
1867,available,swatch,1,2021-06-17T15:04:02.557Z,2021-06-17T15:08:31.141Z,,,1095,7,,2021-06-17T15:03:56.874Z,2021-06-17T15:08:31.147Z,,2,,,,,,714,,0
314,initial,swatch,2,2020-06-10T15:17:28.200Z,2020-06-15T14:23:19.944Z,7,,844,168,,2020-06-10T14:55:25.820Z,2020-09-02T07:50:59.451Z,,0,,,,,,463,,
311,available,swatch,1,2020-06-10T15:17:28.200Z,2020-07-27T12:43:39.278Z,7,,501,168,,2020-06-10T14:54:38.296Z,2020-09-02T07:50:59.420Z,,0,,,2020-06-15T14:21:23.000Z,,,267,,
335,available,swatch,1,2020-06-17T19:21:22.372Z,2020-06-26T04:26:28.098Z,,,1090,7,,2020-06-17T19:21:14.974Z,2020-09-02T07:50:59.742Z,,0,,,,,,709,,0
310,initial,swatch,1,2020-06-10T15:17:28.200Z,2020-06-15T14:22:58.344Z,7,,381,168,,2020-06-10T14:54:26.278Z,2020-09-02T07:50:59.404Z,,0,,,,,,223,,
319,available,swatch,1,2020-06-10T15:17:28.200Z,2020-07-27T12:43:40.164Z,7,,378,168,,2020-06-10T14:58:21.367Z,2020-09-02T07:50:59.515Z,,0,,,2020-06-15T14:21:29.989Z,,,220,,
588,initial,swatch,1,,,,,1334,187,,2020-08-06T11:06:20.349Z,2020-09-02T07:51:02.035Z,,0,,,,,,927,,
290,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,832,151,,2020-06-03T07:14:51.149Z,2021-05-03T19:24:01.767Z,124,0,,,,,,459,USD,0
328,available,swatch,1,2020-06-11T11:46:17.474Z,2020-06-23T07:56:04.879Z,,,556,7,,2020-06-11T11:46:11.808Z,2020-09-02T07:50:59.664Z,,0,,,,,,297,,0
320,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,656,168,,2020-06-10T14:58:37.040Z,2021-05-03T19:24:01.800Z,128,0,,,,,,365,USD,0
281,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,652,151,,2020-06-03T07:11:05.386Z,2021-05-03T19:24:01.831Z,122,0,,,,,,361,USD,0
341,delivered,swatch,1,2020-06-24T17:11:59.866Z,,,,1113,182,,2020-06-22T13:32:01.026Z,2021-05-03T19:24:01.846Z,130,0,,,,,,732,USD,0
282,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,494,151,,2020-06-03T07:11:37.695Z,2021-05-03T19:24:01.862Z,122,0,,,,,,260,USD,0
342,delivered,swatch,1,2020-06-24T17:11:59.866Z,,,,1114,182,,2020-06-22T13:32:21.273Z,2021-05-03T19:24:01.878Z,130,0,,,,,,733,USD,0
284,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,631,151,,2020-06-03T07:12:08.581Z,2021-05-03T19:24:01.894Z,122,0,,,,,,343,USD,0
285,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,795,151,,2020-06-03T07:12:21.578Z,2021-05-03T19:24:01.910Z,122,0,,,,,,423,USD,0
286,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,794,151,,2020-06-03T07:12:33.858Z,2021-05-03T19:24:01.925Z,122,0,,,,,,422,USD,0
287,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,822,151,,2020-06-03T07:14:29.152Z,2021-05-03T19:24:01.958Z,122,0,,,,,,450,USD,0
288,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,823,151,,2020-06-03T07:14:35.955Z,2021-05-03T19:24:01.975Z,122,0,,,,,,451,USD,0
289,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,825,151,,2020-06-03T07:14:42.224Z,2021-05-03T19:24:02.008Z,122,0,,,,,,453,USD,0
317,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,311,168,,2020-06-10T14:57:46.755Z,2021-05-03T19:24:02.036Z,128,0,,,,,,217,USD,0
318,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,154,168,,2020-06-10T14:58:11.418Z,2021-05-03T19:24:02.053Z,128,0,,,,,,119,USD,0
291,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,831,151,,2020-06-03T07:14:58.298Z,2021-05-03T19:24:02.071Z,124,0,,,,,,458,USD,0
292,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,1303,151,,2020-06-03T07:15:07.188Z,2021-05-03T19:24:02.090Z,124,0,,,,,,899,USD,0
294,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,833,151,,2020-06-03T07:15:21.078Z,2021-05-03T19:24:02.124Z,124,0,,,,,,460,USD,0
309,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,391,168,,2020-06-10T14:54:13.008Z,2021-05-03T19:24:02.141Z,128,0,,,,,,233,USD,0
321,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,662,168,,2020-06-10T14:58:54.131Z,2021-05-03T19:24:02.158Z,128,0,,,,,,371,USD,0
1763,delivered,sample,1,2021-05-18T15:45:17.109Z,,,,2336,151,,2021-05-18T15:45:06.894Z,2021-06-13T16:14:29.655Z,244,0.82,,,,,,2595,USD,0.82
1532,delivered,swatch,1,2021-03-26T16:24:54.610Z,,,,487,412,,2021-03-26T15:56:17.713Z,2021-05-03T19:24:02.174Z,228,0,,,,,,253,USD,0
1726,available,sample,1,2021-05-07T14:48:23.284Z,2021-05-13T07:55:03.142Z,0,,1403,168,,2021-05-07T14:48:13.049Z,2021-05-13T07:55:03.149Z,,11.6,,25,,,,996,,0
1534,delivered,swatch,1,2021-03-26T16:24:54.610Z,,,,657,412,,2021-03-26T15:58:31.748Z,2021-05-03T19:24:02.208Z,228,0,,,,,,1817,USD,0
1538,delivered,swatch,1,2021-03-26T16:24:54.610Z,,,,488,412,,2021-03-26T16:01:22.877Z,2021-05-03T19:24:02.224Z,228,0,,,,,,1631,USD,0
1550,delivered,sample,10,2021-04-07T07:07:38.205Z,,0,,391,151,,2021-04-07T07:06:54.810Z,2021-05-12T10:17:25.382Z,235,3.72,,,,,,1083,USD,37.2
1917,available,swatch,1,2021-07-14T15:57:26.818Z,2021-07-19T13:38:42.088Z,,,2336,582,,2021-07-14T15:57:12.377Z,2021-07-19T13:38:42.094Z,,2,,,,,,2595,,0
322,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,492,168,,2020-06-10T14:59:09.078Z,2021-05-03T19:24:02.272Z,128,0,,,,,,258,USD,0
324,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,726,168,,2020-06-10T14:59:36.074Z,2021-05-03T19:24:02.288Z,128,0,,,,,,401,USD,0
325,delivered,swatch,1,2020-06-10T15:17:28.200Z,,,,155,168,,2020-06-10T14:59:47.403Z,2021-05-03T19:24:02.303Z,128,0,,,,,,120,USD,0
1552,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2127,207,,2021-04-08T04:51:50.681Z,2021-04-08T10:27:55.293Z,,0,,,,,,2155,,
1553,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2131,207,,2021-04-08T04:52:16.697Z,2021-04-08T10:27:55.309Z,,0,,,,,,2159,,
1554,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2161,207,,2021-04-08T04:53:24.646Z,2021-04-08T10:27:55.325Z,,0,,,,,,2189,,
1555,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2162,207,,2021-04-08T04:53:44.151Z,2021-04-08T10:27:55.341Z,,0,,,,,,2190,,
1556,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2166,207,,2021-04-08T04:54:12.798Z,2021-04-08T10:27:55.356Z,,0,,,,,,2194,,
1557,available,swatch,1,2021-04-08T05:43:02.398Z,,,,2152,207,,2021-04-08T05:37:36.726Z,2021-04-08T10:27:55.372Z,,0,,,,,,2180,,
352,delivered,swatch,1,2020-06-30T10:48:19.068Z,,,,486,151,,2020-06-30T10:46:27.997Z,2021-05-03T19:24:02.318Z,129,0,,,,,,252,USD,0
1558,available,swatch,1,2021-04-08T05:43:02.398Z,,,,1344,207,,2021-04-08T05:38:40.347Z,2021-04-08T10:27:55.388Z,,0,,,,,,1484,,
1551,available,sample,5,2021-04-08T05:43:02.398Z,,21,,1345,207,,2021-04-08T04:51:15.691Z,2021-04-09T10:04:52.443Z,,19.31,,,2021-04-09T10:04:52.432Z,,,938,,
330,initial,swatch,1,2020-06-11T12:13:07.289Z,2020-06-11T12:19:29.267Z,7,,391,168,,2020-06-11T12:13:02.956Z,2020-09-02T07:50:59.695Z,,0,,,,,,233,,
420,available,swatch,1,2020-07-18T15:10:58.239Z,2020-08-24T10:28:08.083Z,,,1215,216,,2020-07-18T15:08:18.941Z,2020-09-02T07:51:00.705Z,,0,,,,,,819,,
1868,available,sample,5,2021-06-17T15:26:09.631Z,,0,,391,379,,2021-06-17T15:26:05.638Z,2021-06-22T01:05:58.489Z,,3.72,,,,,,1083,,0
416,available,swatch,1,2020-07-18T15:03:04.815Z,2020-08-24T10:28:03.692Z,,,1216,216,,2020-07-18T15:01:09.113Z,2020-09-02T07:51:00.640Z,,0,,,,,,820,,
1559,available,swatch,1,2021-04-08T05:43:02.398Z,,,,1341,207,,2021-04-08T05:39:14.020Z,2021-04-08T10:27:55.404Z,,0,,,,,,934,,
353,delivered,swatch,1,2020-06-30T10:48:19.068Z,,,,500,151,,2020-06-30T10:47:38.096Z,2021-05-03T19:24:02.333Z,129,0,,,,,,266,USD,0
354,delivered,swatch,1,2020-06-30T10:48:19.068Z,,,,499,151,,2020-06-30T10:47:50.032Z,2021-05-03T19:24:02.349Z,129,0,,,,,,265,USD,0
355,delivered,swatch,1,2020-06-30T10:48:19.068Z,,,,501,151,,2020-06-30T10:48:06.830Z,2021-05-03T19:24:02.364Z,129,0,,,,,,267,USD,0
383,delivered,swatch,1,2020-07-09T13:39:58.221Z,,10,,1218,151,,2020-07-09T13:29:49.154Z,2021-05-03T19:24:02.380Z,132,0,,,2020-07-13T10:49:40.943Z,,,822,USD,0
386,delivered,swatch,1,2020-07-09T13:39:58.221Z,,,,1230,151,,2020-07-09T13:30:37.342Z,2021-05-03T19:24:02.395Z,132,0,,,,,,834,USD,0
298,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,846,151,,2020-06-04T07:10:12.707Z,2021-05-03T19:24:02.411Z,123,0,,,,,,465,USD,0
299,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,845,151,,2020-06-04T07:10:20.969Z,2021-05-03T19:24:02.450Z,123,0,,,,,,464,USD,0
301,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,843,151,,2020-06-04T07:10:44.066Z,2021-05-03T19:24:02.466Z,123,0,,,,,,462,USD,0
302,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,842,151,,2020-06-04T07:10:52.859Z,2021-05-03T19:24:02.481Z,123,0,,,,,,461,USD,0
375,delivered,swatch,2,2020-07-07T20:16:10.960Z,,,,1315,182,,2020-07-07T20:13:09.149Z,2021-05-03T19:24:02.496Z,130,0,,,,,,911,USD,0
376,delivered,swatch,1,2020-07-07T20:16:10.960Z,,,,1310,182,,2020-07-07T20:13:45.508Z,2021-05-03T19:24:02.511Z,130,0,,,,,,906,USD,0
377,delivered,swatch,1,2020-07-07T20:20:06.459Z,,,,1308,182,,2020-07-07T20:18:02.927Z,2021-05-03T19:24:02.526Z,130,0,,,,,,904,USD,0
378,delivered,swatch,1,2020-07-07T20:20:06.459Z,,,,1314,182,,2020-07-07T20:19:12.549Z,2021-05-03T19:24:02.541Z,130,0,,,,,,910,USD,0
379,delivered,swatch,1,2020-07-07T20:20:06.459Z,,,,1312,182,,2020-07-07T20:19:25.680Z,2021-05-03T19:24:02.556Z,130,0,,,,,,908,USD,0
380,delivered,swatch,1,2020-07-07T20:20:06.459Z,,,,1313,182,,2020-07-07T20:19:50.502Z,2021-05-03T19:24:02.572Z,130,0,,,,,,909,USD,0
382,delivered,swatch,1,2020-07-09T13:39:58.221Z,,10,,1214,151,,2020-07-09T13:29:39.488Z,2021-05-03T19:24:02.587Z,132,0,,,2020-07-13T10:49:39.070Z,,,818,USD,0
384,delivered,swatch,1,2020-07-09T13:39:58.221Z,,10,,1219,151,,2020-07-09T13:30:11.097Z,2021-05-03T19:24:02.602Z,132,0,,,2020-07-13T10:49:36.598Z,,,823,USD,0
385,delivered,swatch,1,2020-07-09T13:39:58.221Z,,10,,1217,151,,2020-07-09T13:30:20.739Z,2021-05-03T19:24:02.617Z,132,0,,,2020-07-13T10:49:31.397Z,,,821,USD,0
389,delivered,swatch,1,2020-07-09T13:39:58.221Z,,10,,1220,151,,2020-07-09T13:39:00.987Z,2021-05-03T19:24:02.632Z,132,0,,,2020-07-13T10:49:32.642Z,,,824,USD,0
488,delivered,swatch,1,2020-07-27T10:26:16.244Z,,,,486,168,,2020-07-24T18:46:27.091Z,2021-05-03T19:24:02.648Z,137,0,,,,,,252,USD,0
492,delivered,swatch,1,2020-07-27T10:26:16.244Z,,7,,494,168,,2020-07-24T18:49:34.549Z,2021-05-03T19:24:02.663Z,137,0,,,2020-07-28T13:43:12.453Z,,,260,USD,0
1888,delivered,swatch,1,2021-07-21T11:40:38.138Z,,,,2529,168,,2021-07-01T06:48:32.824Z,2021-08-03T07:33:03.268Z,277,2,,,,,,2790,USD,2
1674,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,1757,383,,2021-04-28T15:30:20.804Z,2021-05-25T09:48:07.052Z,233,2,,,,,,1522,USD,2
1675,delivered,swatch,1,2021-04-28T15:33:20.106Z,,,,1743,383,,2021-04-28T15:31:00.211Z,2021-05-25T09:48:07.068Z,233,2,,,,,,1508,USD,2
593,initial,swatch,1,,,,,1218,187,,2020-08-06T11:09:17.168Z,2020-09-02T07:51:02.120Z,,0,,,,,,822,,
573,initial,swatch,2,2020-08-03T14:11:04.149Z,2020-08-09T16:18:33.261Z,5,,1087,7,,2020-08-03T14:10:58.468Z,2020-09-02T07:51:01.724Z,,0,,,,,,706,,0
316,initial,swatch,1,2020-06-10T15:17:28.200Z,2020-06-15T19:38:13.195Z,7,,308,168,,2020-06-10T14:57:34.031Z,2020-09-02T07:50:59.467Z,,0,,,,,,214,,
323,available,swatch,1,2020-06-10T15:17:28.200Z,2020-07-27T12:43:38.248Z,7,,496,168,,2020-06-10T14:59:20.669Z,2020-09-02T07:50:59.583Z,,0,,,2020-06-15T14:21:26.997Z,,,262,,
418,delayed,swatch,1,2020-07-18T15:10:58.239Z,2020-08-24T10:28:06.540Z,365,"Swatch is not available on this item, which is custom produced on demand with 300m order. However, please consider 10002 (same as 10008 just different colour) and 30001 (similar to 10001 just different finishing and price)",1214,216,,2020-07-18T15:05:34.818Z,2020-09-02T07:51:00.673Z,,0,,,,,,818,,
419,delayed,swatch,1,2020-07-18T15:10:58.239Z,2020-08-24T10:28:05.208Z,365,"Swatch is not available on this item, which is custom produced on demand with 300m order. However, please consider 10002 (same as 10008 just different colour) and 30001 (similar to 10001 just different finishing and price)",1220,216,,2020-07-18T15:07:12.413Z,2020-09-02T07:51:00.689Z,,0,,,,,,824,,
689,delayed,swatch,1,2020-10-14T16:12:42.787Z,2020-10-21T01:35:03.615Z,14,"Swatch is out of stock, hence delivery will be delayed by 2 weeks",553,284,,2020-09-16T04:08:12.454Z,2020-10-21T01:35:03.623Z,,0,,,2020-10-21T01:35:00.241Z,,,294,,
1402,initial,swatch,1,,,,,1474,416,,2021-02-22T15:55:21.415Z,2021-02-22T16:26:51.489Z,,0,,,,,,1067,,
668,delayed,swatch,1,2020-09-13T13:38:15.858Z,2020-09-14T13:37:36.836Z,14,,1236,168,,2020-08-30T12:37:18.798Z,2020-09-14T13:37:36.844Z,,0,,,,,,840,,
643,delayed,swatch,1,2020-08-25T12:01:59.516Z,2020-09-01T11:39:09.395Z,60,"Production has been paused due to Covid-19, causing potential extended delays",565,264,,2020-08-25T11:17:22.760Z,2020-09-02T07:51:02.758Z,,0,,,2020-09-01T11:33:45.310Z,,,306,,
835,delivered,swatch,1,2020-10-14T16:12:42.787Z,,,,908,284,,2020-10-14T15:43:54.860Z,2021-05-03T19:24:02.694Z,161,0,,,,,,527,USD,0
1373,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,1972,412,,2021-02-19T13:22:26.424Z,2021-05-03T19:24:02.710Z,212,0,,,,,,1921,USD,0
1374,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,1310,412,,2021-02-19T13:25:27.616Z,2021-05-03T19:24:02.726Z,212,0,,,,,,906,USD,0
1382,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,159,412,,2021-02-19T14:20:12.233Z,2021-05-03T19:24:02.756Z,212,0,,,,,,124,USD,0
1383,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,651,412,,2021-02-19T14:20:57.233Z,2021-05-03T19:24:02.772Z,212,0,,,,,,360,USD,0
1384,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,649,412,,2021-02-19T14:24:53.552Z,2021-05-03T19:24:02.788Z,212,0,,,,,,358,USD,0
1389,delivered,swatch,1,2021-02-19T15:20:49.080Z,,,,1311,412,,2021-02-19T14:32:52.872Z,2021-05-03T19:24:02.803Z,212,0,,,,,,907,USD,0
1390,delivered,swatch,1,2021-02-19T15:20:49.080Z,,,,1307,412,,2021-02-19T14:34:24.954Z,2021-05-03T19:24:02.818Z,212,0,,,,,,903,USD,0
664,delivered,swatch,1,2020-09-13T13:38:15.858Z,,,,1318,168,,2020-08-30T12:32:40.524Z,2021-05-03T19:24:02.833Z,145,0,,,,,,913,USD,0
295,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,849,151,,2020-06-04T07:09:24.663Z,2021-05-03T19:24:02.864Z,123,0,,,,,,468,USD,0
297,delivered,swatch,1,2020-06-04T07:11:40.305Z,,,,847,151,,2020-06-04T07:09:58.671Z,2021-05-03T19:24:02.879Z,123,0,,,,,,466,USD,0
283,delivered,swatch,1,2020-06-03T10:05:50.330Z,,,,610,151,,2020-06-03T07:11:53.312Z,2021-05-03T19:24:02.895Z,122,0,,,,,,330,USD,0
582,delivered,swatch,1,2020-08-05T14:17:38.964Z,,,,1310,341,,2020-08-05T13:47:03.084Z,2021-05-03T19:24:02.910Z,138,0,,,,,,906,USD,0
701,delivered,swatch,1,2020-10-14T16:12:42.787Z,,,,1309,284,,2020-09-17T22:06:23.998Z,2021-05-03T19:24:02.925Z,161,0,,,,,,905,USD,0
1394,delivered,swatch,2,2021-02-19T15:20:49.080Z,,,,679,412,,2021-02-19T15:12:07.857Z,2021-05-03T19:24:03.118Z,212,0,,,,,,388,USD,0
635,delivered,swatch,1,2020-08-19T05:47:26.678Z,,,,1215,267,,2020-08-19T05:46:58.935Z,2021-05-03T19:24:03.143Z,140,0,,,,,,819,USD,0
608,delivered,swatch,1,2020-08-13T08:33:06.698Z,,,,1334,151,,2020-08-13T08:31:20.189Z,2021-05-03T19:24:03.159Z,144,0,,,,,,927,USD,0
706,delivered,swatch,1,2020-10-14T16:12:42.787Z,,,,1441,284,,2020-09-17T22:14:01.118Z,2021-05-03T19:24:03.190Z,161,0,,,,,,1034,USD,0
662,delivered,swatch,1,2020-09-13T13:38:15.858Z,,,,1197,168,,2020-08-30T12:27:47.007Z,2021-05-03T19:24:03.206Z,145,0,,,,,,801,USD,0
611,delivered,swatch,1,2020-08-13T08:33:06.698Z,,,,1331,151,,2020-08-13T08:31:55.445Z,2021-05-03T19:24:03.222Z,144,0,,,,,,924,USD,0
612,delivered,swatch,1,2020-08-13T08:33:06.698Z,,,,1332,151,,2020-08-13T08:32:04.300Z,2021-05-03T19:24:03.253Z,144,0,,,,,,925,USD,0
614,delivered,swatch,1,2020-08-13T08:33:06.698Z,,365,"Swatch is not available on this product, which is custom produce on demand",1218,151,,2020-08-13T08:32:18.563Z,2021-05-03T19:24:03.268Z,144,0,,,2020-09-02T07:40:36.925Z,,,822,USD,0
615,delivered,swatch,1,2020-08-13T08:33:06.698Z,,365,"Swatch is not available on this product, which is custom produce on demand",1217,151,,2020-08-13T08:32:25.620Z,2021-05-03T19:24:03.284Z,144,0,,,2020-09-02T07:40:38.577Z,,,821,USD,0
616,delivered,swatch,1,2020-08-13T08:33:06.698Z,,365,"Swatch is not available on this product, which is custom produce on demand",1219,151,,2020-08-13T08:32:35.189Z,2021-05-03T19:24:03.300Z,144,0,,,2020-09-02T07:40:40.764Z,,,823,USD,0
617,delivered,swatch,1,2020-08-13T08:33:06.698Z,,,,1327,151,,2020-08-13T08:32:42.082Z,2021-05-03T19:24:03.315Z,144,0,,,,,,922,USD,0
